# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "../inputs/genomes/RATT/genomes/Newman/genomic.gff3" "-o" "/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/featureCounts/R1_NM-III_t12_S2_Newman_counts.txt" "-p" "--countReadPairs" "-s" "2" "-O" "--primary" "-t" "CDS" "-g" "locus_tag" "-T" "8" "/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/bowtie2/R1_NM-III_t12_S2.bam" 
Geneid	Chr	Start	End	Strand	Length	/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/bowtie2/R1_NM-III_t12_S2.bam
NWMN_1438	AP009351.1	1608034	1608420	+	387	59
NWMN_1439	AP009351.1	1608785	1610257	-	1473	189
NWMN_1440	AP009351.1	1610250	1611605	-	1356	149
NWMN_1441	AP009351.1	1611616	1612707	-	1092	86
NWMN_1442	AP009351.1	1612866	1613390	-	525	25
NWMN_1443	AP009351.1	1613623	1614120	-	498	0
NWMN_1444	AP009351.1	1614038	1614337	-	300	0
NWMN_1445	AP009351.1	1614324	1614770	-	447	0
NWMN_1446	AP009351.1	1614748	1615059	-	312	1
NWMN_1447	AP009351.1	1615073	1616143	-	1071	1
NWMN_1448	AP009351.1	1616115	1617089	-	975	4
NWMN_1449	AP009351.1	1617141	1617764	-	624	138
NWMN_1450	AP009351.1	1617761	1618090	-	330	93
NWMN_1451	AP009351.1	1618090	1619076	-	987	170
NWMN_1452	AP009351.1	1619257	1620720	-	1464	64
NWMN_1453	AP009351.1	1620732	1621325	-	594	27
NWMN_1454	AP009351.1	1621480	1621629	-	150	53
NWMN_1455	AP009351.1	1621742	1623817	-	2076	132
NWMN_1456	AP009351.1	1623938	1624537	-	600	2271
NWMN_1457	AP009351.1	1624813	1625223	-	411	5
NWMN_1458	AP009351.1	1625210	1626073	-	864	23
NWMN_1459	AP009351.1	1626115	1626900	-	786	13
NWMN_1460	AP009351.1	1627026	1627916	-	891	44
NWMN_1461	AP009351.1	1627926	1629272	-	1347	51
NWMN_1462	AP009351.1	1629386	1630486	-	1101	56
NWMN_1463	AP009351.1	1630489	1631166	-	678	21
NWMN_1464	AP009351.1	1631297	1632403	-	1107	297
NWMN_1465	AP009351.1	1632627	1634426	-	1800	168
NWMN_1466	AP009351.1	1634487	1635305	-	819	63
NWMN_1467	AP009351.1	1635316	1635855	-	540	23
NWMN_1468	AP009351.1	1636274	1637665	+	1392	433
NWMN_1469	AP009351.1	1637815	1638567	-	753	112
NWMN_1470	AP009351.1	1638589	1639488	-	900	229
NWMN_1471	AP009351.1	1639489	1639893	-	405	94
NWMN_1472	AP009351.1	1639904	1640248	-	345	21
NWMN_1473	AP009351.1	1640251	1640718	-	468	81
NWMN_1474	AP009351.1	1640719	1641666	-	948	121
NWMN_1475	AP009351.1	1641970	1642668	-	699	398
NWMN_1476	AP009351.1	1642685	1643674	-	990	486
NWMN_1477	AP009351.1	1643692	1644399	-	708	171
NWMN_1478	AP009351.1	1644619	1644795	-	177	97
NWMN_1479	AP009351.1	1645088	1646434	-	1347	77
NWMN_1480	AP009351.1	1646441	1647193	-	753	40
NWMN_1481	AP009351.1	1647195	1648133	-	939	290
NWMN_1482	AP009351.1	1648137	1649276	-	1140	469
NWMN_1483	AP009351.1	1649412	1651244	-	1833	4848
NWMN_1484	AP009351.1	1651313	1651939	-	627	1251
NWMN_1485	AP009351.1	1651971	1652948	-	978	741
NWMN_1486	AP009351.1	1653049	1654173	-	1125	8
NWMN_1487	AP009351.1	1654736	1656559	-	1824	79
NWMN_1488	AP009351.1	1656905	1657156	+	252	58
NWMN_1489	AP009351.1	1657201	1658175	-	975	4
NWMN_1490	AP009351.1	1658232	1660433	-	2202	6
NWMN_1491	AP009351.1	1660438	1660899	-	462	45
NWMN_1492	AP009351.1	1660991	1661668	-	678	3
NWMN_1493	AP009351.1	1661717	1662433	-	717	28
NWMN_1494	AP009351.1	1662436	1662789	-	354	49
NWMN_1495	AP009351.1	1662790	1663374	-	585	61
NWMN_1496	AP009351.1	1663364	1663933	-	570	40
NWMN_1497	AP009351.1	1663936	1664226	-	291	7
NWMN_1498	AP009351.1	1664230	1665036	-	807	15
NWMN_1499	AP009351.1	1665050	1666150	-	1101	36
NWMN_1500	AP009351.1	1666151	1666678	-	528	17
NWMN_1501	AP009351.1	1666698	1667384	-	687	17
NWMN_1502	AP009351.1	1667698	1667967	+	270	0
NWMN_1503	AP009351.1	1668169	1668873	-	705	1
NWMN_1504	AP009351.1	1669335	1670555	-	1221	5
NWMN_1505	AP009351.1	1670844	1672073	-	1230	54
NWMN_1506	AP009351.1	1672086	1672838	-	753	28
NWMN_1507	AP009351.1	1672838	1674199	-	1362	49
NWMN_1508	AP009351.1	1674213	1674662	-	450	9
NWMN_1509	AP009351.1	1674664	1675674	-	1011	22
NWMN_1510	AP009351.1	1675664	1676398	-	735	7
NWMN_1511	AP009351.1	1676724	1677200	-	477	101
NWMN_1512	AP009351.1	1677228	1677851	-	624	81
NWMN_1513	AP009351.1	1677851	1679119	-	1269	99
NWMN_1514	AP009351.1	1679131	1680054	-	924	43
NWMN_1515	AP009351.1	1680057	1680695	-	639	12
NWMN_1516	AP009351.1	1680980	1681288	-	309	143
NWMN_1517	AP009351.1	1681303	1681731	-	429	129
NWMN_1518	AP009351.1	1681735	1681995	-	261	119
NWMN_1519	AP009351.1	1682058	1684688	-	2631	135
NWMN_1520	AP009351.1	1685031	1687508	-	2478	56
NWMN_1521	AP009351.1	1687510	1688178	-	669	7
NWMN_1522	AP009351.1	1688370	1688561	-	192	12
NWMN_1523	AP009351.1	1688640	1689758	-	1119	121
NWMN_1524	AP009351.1	1689759	1690901	-	1143	63
NWMN_1525	AP009351.1	1691213	1692226	+	1014	44
NWMN_1526	AP009351.1	1692463	1692609	-	147	122
NWMN_1527	AP009351.1	1692649	1692831	-	183	292
NWMN_1528	AP009351.1	1692931	1693353	-	423	37
NWMN_1529	AP009351.1	1693438	1694712	+	1275	104
NWMN_1530	AP009351.1	1694873	1695646	-	774	55
NWMN_1531	AP009351.1	1695860	1695961	-	102	1527
NWMN_1532	AP009351.1	1696107	1697873	-	1767	94
NWMN_1533	AP009351.1	1697889	1699151	-	1263	33
NWMN_1534	AP009351.1	1699612	1700487	-	876	48
NWMN_1535	AP009351.1	1700484	1700936	-	453	60
NWMN_1536	AP009351.1	1700948	1703158	-	2211	149
NWMN_1537	AP009351.1	1703565	1704083	-	519	26
NWMN_1538	AP009351.1	1704105	1706378	-	2274	36
NWMN_1539	AP009351.1	1706581	1708860	-	2280	185
NWMN_1540	AP009351.1	1709135	1709395	-	261	43
NWMN_1541	AP009351.1	1709414	1710553	-	1140	101
NWMN_1542	AP009351.1	1710576	1711601	-	1026	29
NWMN_1543	AP009351.1	1711603	1712607	-	1005	62
NWMN_1544	AP009351.1	1712639	1713241	-	603	22
NWMN_1545	AP009351.1	1713255	1713713	-	459	24
NWMN_1546	AP009351.1	1713723	1715015	-	1293	93
NWMN_1547	AP009351.1	1715370	1715654	-	285	382
NWMN_1548	AP009351.1	1715666	1715986	-	321	158
NWMN_1549	AP009351.1	1715992	1716300	-	309	221
NWMN_1550	AP009351.1	1716467	1716997	-	531	13
NWMN_1551	AP009351.1	1716997	1717839	-	843	36
NWMN_1552	AP009351.1	1718232	1718705	-	474	16
NWMN_1553	AP009351.1	1718934	1719062	+	129	0
NWMN_1554	AP009351.1	1719179	1719463	-	285	13
NWMN_1555	AP009351.1	1719531	1720217	-	687	1
NWMN_1556	AP009351.1	1720214	1720921	-	708	1
NWMN_1557	AP009351.1	1721191	1722462	-	1272	217
NWMN_1558	AP009351.1	1722475	1725105	-	2631	348
NWMN_1559	AP009351.1	1725508	1726068	+	561	23
NWMN_1560	AP009351.1	1726291	1727358	-	1068	30
NWMN_1561	AP009351.1	1727560	1728846	-	1287	206
NWMN_1562	AP009351.1	1728894	1729868	-	975	88
NWMN_1563	AP009351.1	1729871	1730539	-	669	41
NWMN_1564	AP009351.1	1730561	1731487	-	927	88
NWMN_1565	AP009351.1	1731529	1732344	-	816	49
NWMN_1566	AP009351.1	1732366	1733712	-	1347	726
NWMN_1567	AP009351.1	1733929	1734519	-	591	15
NWMN_1568	AP009351.1	1734673	1735935	-	1263	274
NWMN_1569	AP009351.1	1736086	1737387	-	1302	288
NWMN_1570	AP009351.1	1737550	1738479	-	930	16
NWMN_1571	AP009351.1	1738498	1739106	-	609	15
NWMN_1572	AP009351.1	1739248	1739604	-	357	89
NWMN_1573	AP009351.1	1739651	1739851	-	201	93
NWMN_1574	AP009351.1	1739880	1740407	-	528	149
NWMN_1575	AP009351.1	1740636	1742129	-	1494	225
NWMN_1576	AP009351.1	1742555	1744492	-	1938	3375
NWMN_1577	AP009351.1	1744905	1745825	-	921	103
NWMN_1578	AP009351.1	1745825	1747225	-	1401	108
NWMN_1579	AP009351.1	1747226	1747696	-	471	59
NWMN_1580	AP009351.1	1747906	1748931	-	1026	751
NWMN_1581	AP009351.1	1749101	1749724	-	624	137
NWMN_1582	AP009351.1	1749740	1750612	-	873	87
NWMN_1583	AP009351.1	1750628	1753258	-	2631	176
NWMN_1584	AP009351.1	1753552	1755039	-	1488	5
NWMN_1585	AP009351.1	1755538	1757202	-	1665	204
NWMN_1586	AP009351.1	1757199	1757903	-	705	58
NWMN_1587	AP009351.1	1758293	1759561	-	1269	1049
NWMN_1588	AP009351.1	1759610	1760731	-	1122	586
NWMN_1589	AP009351.1	1761080	1762441	+	1362	139
NWMN_1590	AP009351.1	1762474	1763280	-	807	0
NWMN_1591	AP009351.1	1763298	1764125	-	828	0
NWMN_1592	AP009351.1	1764766	1766523	-	1758	484
NWMN_1593	AP009351.1	1766545	1767513	-	969	196
NWMN_1594	AP009351.1	1767782	1768726	-	945	53
NWMN_1595	AP009351.1	1768726	1769583	-	858	47
NWMN_1596	AP009351.1	1769778	1771007	-	1230	68
NWMN_1597	AP009351.1	1771457	1774654	-	3198	153
NWMN_1598	AP009351.1	1774675	1775616	-	942	46
NWMN_1599	AP009351.1	1775877	1777175	-	1299	63
NWMN_1600	AP009351.1	1777380	1777793	+	414	318
NWMN_1601	AP009351.1	1778098	1778787	-	690	1231
NWMN_1602	AP009351.1	1778962	1780017	+	1056	101
NWMN_1603	AP009351.1	1780333	1781451	-	1119	529
NWMN_1604	AP009351.1	1781592	1782092	+	501	8274
NWMN_1605	AP009351.1	1782338	1783540	-	1203	215
NWMN_1606	AP009351.1	1783628	1784575	-	948	38
NWMN_1607	AP009351.1	1784698	1785192	-	495	109
NWMN_1608	AP009351.1	1785290	1786060	-	771	4
NWMN_1609	AP009351.1	1786104	1787327	-	1224	15
NWMN_1610	AP009351.1	1787327	1788466	-	1140	16
NWMN_1611	AP009351.1	1788838	1790532	-	1695	298
NWMN_1612	AP009351.1	1790669	1791133	+	465	12
NWMN_1613	AP009351.1	1791377	1791979	+	603	284
NWMN_1614	AP009351.1	1792195	1792938	-	744	13
NWMN_1615	AP009351.1	1793018	1793464	+	447	25
NWMN_1616	AP009351.1	1793578	1794738	+	1161	18
NWMN_1617	AP009351.1	1794725	1796329	+	1605	27
NWMN_1618	AP009351.1	1796479	1797609	-	1131	17
NWMN_1619	AP009351.1	1797716	1799182	-	1467	50
NWMN_1620	AP009351.1	1799310	1799927	-	618	14
NWMN_1621	AP009351.1	1800099	1801373	+	1275	68
NWMN_1622	AP009351.1	1801467	1802729	-	1263	17
NWMN_1623	AP009351.1	1803111	1804016	+	906	9
NWMN_1624	AP009351.1	1804219	1806906	-	2688	14
NWMN_1625	AP009351.1	1807240	1808907	-	1668	809
NWMN_1626	AP009351.1	1809347	1811053	-	1707	270
NWMN_1627	AP009351.1	1811222	1811854	+	633	23
NWMN_1628	AP009351.1	1811879	1813048	+	1170	26
NWMN_1629	AP009351.1	1813146	1814135	-	990	194
NWMN_1630	AP009351.1	1814675	1815766	-	1092	161
NWMN_1631	AP009351.1	1816466	1817983	-	1518	562
NWMN_1632	AP009351.1	1818057	1818548	-	492	687
NWMN_1633	AP009351.1	1818622	1819935	-	1314	183
NWMN_1634	AP009351.1	1819959	1823783	-	3825	434
NWMN_1635	AP009351.1	1823804	1824400	-	597	44
NWMN_1636	AP009351.1	1824429	1825286	-	858	19
NWMN_1637	AP009351.1	1825386	1825697	-	312	62
NWMN_1638	AP009351.1	1825762	1826838	-	1077	134
NWMN_1639	AP009351.1	1826925	1827236	+	312	9
NWMN_1640	AP009351.1	1827361	1828203	-	843	30
NWMN_1641	AP009351.1	1828673	1829317	-	645	93
NWMN_1642	AP009351.1	1829332	1830123	-	792	203
NWMN_1643	AP009351.1	1830673	1831521	-	849	75
NWMN_1644	AP009351.1	1831525	1832934	-	1410	67
NWMN_1645	AP009351.1	1833854	1834276	-	423	238
NWMN_1646	AP009351.1	1834293	1834988	-	696	59
NWMN_1647	AP009351.1	1834985	1836646	-	1662	46
NWMN_1648	AP009351.1	1837053	1838321	+	1269	25
NWMN_1649	AP009351.1	1838438	1844998	-	6561	22
NWMN_1650	AP009351.1	1845324	1845635	-	312	14
NWMN_1651	AP009351.1	1845657	1848074	-	2418	77
NWMN_1652	AP009351.1	1848362	1849543	-	1182	15
NWMN_1653	AP009351.1	1849653	1850606	+	954	25
NWMN_1654	AP009351.1	1850603	1851166	+	564	16
NWMN_1655	AP009351.1	1851286	1851786	-	501	97
NWMN_1656	AP009351.1	1852428	1852919	-	492	0
NWMN_1657	AP009351.1	1853266	1854093	-	828	116
NWMN_1658	AP009351.1	1854327	1855328	+	1002	213
NWMN_1659	AP009351.1	1855450	1855914	-	465	4
NWMN_1660	AP009351.1	1855927	1857108	-	1182	14
NWMN_1661	AP009351.1	1857119	1857751	-	633	14
NWMN_1662	AP009351.1	1857758	1858801	-	1044	29
NWMN_1663	AP009351.1	1859282	1860784	-	1503	24
NWMN_1664	AP009351.1	1861307	1861621	+	315	3
NWMN_1665	AP009351.1	1861621	1862913	+	1293	4
NWMN_1666	AP009351.1	1862931	1863326	+	396	5
NWMN_1667	AP009351.1	1863621	1864475	-	855	82
NWMN_1668	AP009351.1	1865174	1865644	+	471	1
NWMN_1669	AP009351.1	1865757	1866200	+	444	0
NWMN_1670	AP009351.1	1866187	1866630	-	444	2
NWMN_1671	AP009351.1	1866926	1867561	+	636	1
NWMN_1672	AP009351.1	1868001	1868714	-	714	162
NWMN_1673	AP009351.1	1868974	1869276	+	303	1
NWMN_1674	AP009351.1	1869454	1869897	+	444	4
NWMN_1675	AP009351.1	1869894	1870247	+	354	2
NWMN_1676	AP009351.1	1870802	1871626	+	825	0
NWMN_1677	AP009351.1	1871659	1872267	+	609	0
NWMN_1678	AP009351.1	1872330	1873163	-	834	71
NWMN_1679	AP009351.1	1873375	1874283	-	909	48
NWMN_1680	AP009351.1	1874408	1875601	-	1194	38
NWMN_1681	AP009351.1	1875972	1877564	+	1593	1180
NWMN_1682	AP009351.1	1877700	1878185	-	486	6
NWMN_1683	AP009351.1	1878560	1879330	-	771	14
NWMN_1684	AP009351.1	1879311	1879790	-	480	1
NWMN_1685	AP009351.1	1880104	1881105	-	1002	42
NWMN_1686	AP009351.1	1881110	1882588	-	1479	36
NWMN_1687	AP009351.1	1882747	1883229	-	483	1
NWMN_1688	AP009351.1	1883505	1883957	+	453	319
NWMN_1689	AP009351.1	1884236	1885231	+	996	733
NWMN_1690	AP009351.1	1885307	1885933	+	627	6
NWMN_1691	AP009351.1	1885974	1886318	+	345	4
NWMN_1692	AP009351.1	1886416	1886967	+	552	3
NWMN_1693	AP009351.1	1887185	1887826	-	642	0
NWMN_1694	AP009351.1	1888314	1888697	-	384	20
NWMN_1695	AP009351.1	1889301	1889444	-	144	10
NWMN_1696	AP009351.1	1890314	1890691	-	378	2
NWMN_1697	AP009351.1	1891212	1891772	-	561	1
NWMN_1698	AP009351.1	1891977	1895027	-	3051	1
NWMN_1699	AP009351.1	1896174	1897373	-	1200	21
NWMN_1700	AP009351.1	1897366	1899105	-	1740	19
NWMN_1701	AP009351.1	1899285	1900004	-	720	1
NWMN_1702	AP009351.1	1900155	1900871	-	717	0
NWMN_1703	AP009351.1	1901029	1901748	-	720	2
NWMN_1704	AP009351.1	1901869	1902588	-	720	2
NWMN_1705	AP009351.1	1902646	1903368	-	723	1
NWMN_1706	AP009351.1	1903493	1904209	-	717	4
NWMN_1707	AP009351.1	1904669	1904860	+	192	0
NWMN_1708	AP009351.1	1905173	1905739	+	567	1
NWMN_1709	AP009351.1	1906213	1906923	-	711	182
NWMN_1710	AP009351.1	1906908	1907669	-	762	94
NWMN_1711	AP009351.1	1907666	1908364	-	699	211
NWMN_1712	AP009351.1	1908381	1909754	-	1374	86
NWMN_1713	AP009351.1	1909764	1910297	-	534	0
NWMN_1714	AP009351.1	1910298	1911542	-	1245	0
NWMN_1715	AP009351.1	1911535	1914528	-	2994	1
NWMN_1716	AP009351.1	1914593	1914736	-	144	6
NWMN_1717	AP009351.1	1915473	1915616	-	144	5
NWMN_1718	AP009351.1	1915858	1916841	-	984	4
NWMN_1719	AP009351.1	1916843	1917778	-	936	2
NWMN_1720	AP009351.1	1918578	1919117	+	540	5
NWMN_1721	AP009351.1	1919130	1919918	+	789	12
NWMN_1722	AP009351.1	1922375	1922947	-	573	14
NWMN_1723	AP009351.1	1923252	1924652	-	1401	171
NWMN_1724	AP009351.1	1924676	1925599	-	924	64
NWMN_1725	AP009351.1	1925657	1926694	-	1038	62
NWMN_1726	AP009351.1	1926957	1927460	+	504	52
NWMN_1727	AP009351.1	1927584	1928807	-	1224	25
NWMN_1728	AP009351.1	1928800	1929540	-	741	34
NWMN_1729	AP009351.1	1929674	1930096	+	423	36
NWMN_1730	AP009351.1	1930238	1930603	+	366	494
NWMN_1731	AP009351.1	1930581	1930724	+	144	144
NWMN_1732	AP009351.1	1931336	1931893	+	558	0
NWMN_1733	AP009351.1	1932098	1933060	+	963	54
NWMN_1734	AP009351.1	1933181	1934122	-	942	138
NWMN_1735	AP009351.1	1934119	1937055	-	2937	167
NWMN_1736	AP009351.1	1937045	1938241	-	1197	35
NWMN_1737	AP009351.1	1939013	1939357	-	345	140
NWMN_1738	AP009351.1	1939426	1940550	-	1125	17
NWMN_1739	AP009351.1	1940729	1941193	-	465	11
NWMN_1740	AP009351.1	1941549	1942172	-	624	12
NWMN_1741	AP009351.1	1942194	1943306	-	1113	10
NWMN_1742	AP009351.1	1943469	1944290	+	822	28
NWMN_1743	AP009351.1	1944753	1946138	-	1386	137
NWMN_1744	AP009351.1	1946334	1946729	-	396	3
NWMN_1745	AP009351.1	1946848	1947210	+	363	0
NWMN_1746	AP009351.1	1947683	1948282	-	600	334
NWMN_1747	AP009351.1	1948441	1948911	-	471	18
NWMN_1748	AP009351.1	1948916	1950043	-	1128	33
NWMN_1749	AP009351.1	1950194	1950922	-	729	6
NWMN_1750	AP009351.1	1950909	1952366	-	1458	8
NWMN_1751	AP009351.1	1952624	1953685	-	1062	13
NWMN_1752	AP009351.1	1954178	1955497	+	1320	8
NWMN_1753	AP009351.1	1963955	1964401	-	447	141
NWMN_1754	AP009351.1	1964498	1965448	-	951	29
NWMN_1755	AP009351.1	1965454	1965909	-	456	16
NWMN_1756	AP009351.1	1965990	1967279	+	1290	69
NWMN_1757	AP009351.1	1967572	1968666	+	1095	61
NWMN_1758	AP009351.1	1968857	1970593	-	1737	37
NWMN_1759	AP009351.1	1970884	1971426	-	543	35
NWMN_1760	AP009351.1	1971728	1972765	-	1038	10
NWMN_1761	AP009351.1	1972917	1973894	+	978	150
NWMN_1762	AP009351.1	1974155	1974991	-	837	13
NWMN_1763	AP009351.1	1975000	1976517	-	1518	26
NWMN_1764	AP009351.1	1976532	1976846	-	315	8
NWMN_1765	AP009351.1	1976824	1977642	-	819	15
NWMN_1766	AP009351.1	1977903	1978712	-	810	70
NWMN_1767	AP009351.1	1979053	1979568	-	516	550
NWMN_1768	AP009351.1	1979699	1979860	-	162	5
NWMN_1769	AP009351.1	1980874	1982328	-	1455	12
NWMN_1770	AP009351.1	1982340	1982642	-	303	2
NWMN_1771	AP009351.1	1982698	1983102	-	405	1
NWMN_1772	AP009351.1	1983099	1984271	-	1173	11
NWMN_1773	AP009351.1	1984284	1986182	-	1899	5
NWMN_1774	AP009351.1	1986319	1986618	-	300	3
NWMN_1775	AP009351.1	1986836	1987222	-	387	5
NWMN_1776	AP009351.1	1987213	1989036	-	1824	12
NWMN_1777	AP009351.1	1989036	1990946	-	1911	13
NWMN_1778	AP009351.1	1990961	1992862	-	1902	20
NWMN_1779	AP009351.1	1992871	1993818	-	948	13
NWMN_1780	AP009351.1	1993831	1997298	-	3468	53
NWMN_1781	AP009351.1	1997315	1997659	-	345	8
NWMN_1782	AP009351.1	1997689	1998054	-	366	3
NWMN_1783	AP009351.1	1998116	1998697	-	582	17
NWMN_1784	AP009351.1	1998716	1999099	-	384	8
NWMN_1785	AP009351.1	1999111	1999461	-	351	17
NWMN_1786	AP009351.1	1999458	1999760	-	303	10
NWMN_1787	AP009351.1	1999757	2000089	-	333	14
NWMN_1788	AP009351.1	2000098	2000385	-	288	6
NWMN_1789	AP009351.1	2000407	2001381	-	975	31
NWMN_1790	AP009351.1	2001395	2002009	-	615	24
NWMN_1791	AP009351.1	2002387	2003382	-	996	18
NWMN_1792	AP009351.1	2003389	2004924	-	1536	18
NWMN_1793	AP009351.1	2004935	2006278	-	1344	11
NWMN_1794	AP009351.1	2006199	2006639	-	441	8
NWMN_1795	AP009351.1	2006826	2007248	-	423	29
NWMN_1796	AP009351.1	2007994	2008530	-	537	19
NWMN_1797	AP009351.1	2008764	2009048	-	285	17
NWMN_1798	AP009351.1	2009045	2009494	-	450	11
NWMN_1799	AP009351.1	2009682	2010083	-	402	13
NWMN_1800	AP009351.1	2010098	2010346	-	249	6
NWMN_1801	AP009351.1	2010346	2010600	-	255	5
NWMN_1802	AP009351.1	2010600	2010959	-	360	9
NWMN_1803	AP009351.1	2011145	2011552	-	408	7
NWMN_1804	AP009351.1	2011948	2012727	-	780	19
NWMN_1805	AP009351.1	2012737	2013507	-	771	17
NWMN_1806	AP009351.1	2013572	2014429	+	858	273
NWMN_1807	AP009351.1	2014535	2015206	-	672	21
NWMN_1808	AP009351.1	2015219	2015770	-	552	42
NWMN_1809	AP009351.1	2015799	2016587	-	789	45
NWMN_2621	AP009351.1	2016580	2016801	-	222	17
NWMN_1810	AP009351.1	2016811	2017071	-	261	22
NWMN_1811	AP009351.1	2018015	2018761	-	747	133
NWMN_1812	AP009351.1	2020253	2020891	+	639	103
NWMN_1813	AP009351.1	2020923	2021855	+	933	50
NWMN_1814	AP009351.1	2022127	2023173	+	1047	3
NWMN_1815	AP009351.1	2023218	2024363	+	1146	22
NWMN_1816	AP009351.1	2024623	2025153	-	531	49
NWMN_1817	AP009351.1	2025243	2026499	-	1257	58
NWMN_1818	AP009351.1	2026502	2026702	-	201	9
NWMN_1819	AP009351.1	2026849	2027313	+	465	301
NWMN_1820	AP009351.1	2027320	2027595	+	276	246
NWMN_1821	AP009351.1	2027873	2029090	+	1218	193
NWMN_1822	AP009351.1	2029206	2029835	-	630	32
NWMN_1823	AP009351.1	2029825	2030868	-	1044	33
NWMN_1824	AP009351.1	2030865	2031566	-	702	7
NWMN_1825	AP009351.1	2031581	2031967	-	387	1
NWMN_1826	AP009351.1	2032184	2032942	-	759	75
NWMN_1827	AP009351.1	2034467	2034757	-	291	2
NWMN_1828	AP009351.1	2034946	2035398	-	453	0
NWMN_1829	AP009351.1	2035585	2036316	-	732	33
NWMN_1830	AP009351.1	2036318	2037631	-	1314	52
NWMN_1831	AP009351.1	2037923	2038423	+	501	1002
NWMN_1832	AP009351.1	2038812	2039366	+	555	15
NWMN_1833	AP009351.1	2039434	2040504	-	1071	63
NWMN_1834	AP009351.1	2040751	2041281	-	531	10
NWMN_1835	AP009351.1	2041451	2042812	-	1362	31
NWMN_1836	AP009351.1	2042893	2043840	-	948	34
NWMN_1837	AP009351.1	2044609	2046036	-	1428	129
NWMN_1838	AP009351.1	2046049	2047506	-	1458	81
NWMN_1839	AP009351.1	2047508	2047810	-	303	17
NWMN_1840	AP009351.1	2048186	2049715	+	1530	57
NWMN_1841	AP009351.1	2049804	2051003	-	1200	90
NWMN_1842	AP009351.1	2051016	2053019	-	2004	78
NWMN_1843	AP009351.1	2053023	2055215	-	2193	58
NWMN_1844	AP009351.1	2055212	2055904	-	693	11
NWMN_1845	AP009351.1	2056076	2056378	-	303	15
NWMN_1846	AP009351.1	2056487	2057782	-	1296	73
NWMN_1847	AP009351.1	2058643	2059809	+	1167	2
NWMN_1848	AP009351.1	2059840	2060166	+	327	1
NWMN_1849	AP009351.1	2060612	2061214	-	603	143
NWMN_1850	AP009351.1	2061485	2062306	-	822	115
NWMN_1851	AP009351.1	2062299	2063768	-	1470	91
NWMN_1852	AP009351.1	2063952	2065028	+	1077	64
NWMN_1853	AP009351.1	2065048	2065842	+	795	38
NWMN_1854	AP009351.1	2066032	2067594	-	1563	115
NWMN_1855	AP009351.1	2067799	2068896	-	1098	35
NWMN_1856	AP009351.1	2069268	2069828	+	561	47
NWMN_1857	AP009351.1	2069875	2070810	+	936	392
NWMN_1858	AP009351.1	2071230	2072609	+	1380	103
NWMN_1859	AP009351.1	2072729	2073757	-	1029	47
NWMN_1860	AP009351.1	2074027	2074428	+	402	5
NWMN_1861	AP009351.1	2075001	2075174	-	174	33
NWMN_1862	AP009351.1	2075625	2076665	+	1041	13
NWMN_1863	AP009351.1	2076722	2077564	-	843	44
NWMN_1864	AP009351.1	2077561	2078118	-	558	10
NWMN_1865	AP009351.1	2078178	2078702	-	525	3
NWMN_1866	AP009351.1	2079452	2080192	-	741	3
NWMN_1867	AP009351.1	2080192	2081064	-	873	26
NWMN_1868	AP009351.1	2081061	2081741	-	681	0
NWMN_1869	AP009351.1	2081742	2082638	-	897	17
NWMN_1870	AP009351.1	2082635	2083090	-	456	11
NWMN_1871	AP009351.1	2083996	2085282	+	1287	131
NWMN_1872	AP009351.1	2085907	2087661	-	1755	978
NWMN_1873	AP009351.1	2088041	2088247	+	207	13
NWMN_1874	AP009351.1	2088833	2089141	+	309	1
NWMN_1875	AP009351.1	2089120	2089380	+	261	1
NWMN_1876	AP009351.1	2089433	2089783	-	351	174
NWMN_1877	AP009351.1	2090468	2090917	+	450	8
NWMN_1878	AP009351.1	2091012	2091308	-	297	36
NWMN_1879	AP009351.1	2091215	2091469	-	255	33
NWMN_1880	AP009351.1	2091997	2092488	-	492	2
NWMN_1881	AP009351.1	2092679	2093434	-	756	1
NWMN_1882	AP009351.1	2093446	2093700	-	255	0
NWMN_1883	AP009351.1	2094197	2094970	-	774	27
NWMN_1884	AP009351.1	2095391	2095765	-	375	1
NWMN_1885	AP009351.1	2095821	2096108	-	288	0
NWMN_1886	AP009351.1	2096297	2100082	-	3786	42
NWMN_1887	AP009351.1	2100098	2101582	-	1485	15
NWMN_1888	AP009351.1	2101579	2106108	-	4530	270
NWMN_1889	AP009351.1	2106353	2106703	-	351	0
NWMN_1890	AP009351.1	2107019	2107663	-	645	2
NWMN_1891	AP009351.1	2107664	2108071	-	408	0
NWMN_1892	AP009351.1	2108068	2108472	-	405	1
NWMN_1893	AP009351.1	2108469	2108831	-	363	1
NWMN_1894	AP009351.1	2108815	2109111	-	297	1
NWMN_1895	AP009351.1	2109089	2109373	-	285	0
NWMN_1896	AP009351.1	2109393	2110538	-	1146	2
NWMN_1897	AP009351.1	2110562	2111299	-	738	2
NWMN_1898	AP009351.1	2111283	2112470	-	1188	2
NWMN_1899	AP009351.1	2112486	2114147	-	1662	0
NWMN_1900	AP009351.1	2114144	2114488	-	345	1
NWMN_1901	AP009351.1	2114618	2114917	-	300	0
