locus tag,new locus tag,pan locus tag,pan gene symbol,type,symbol,synonym,product,replicon,strand,start,end,gene length,essential,Gene ID,gene RefSeq,MicrobesOnline,description,protein length,theoretical pI,theoretical MW,GRAVY,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score,TheSEED,PFAM Accession,PFAM,PFAM description,PFAM clan accession,PFAM clan,PFAM HMM score,interaction partners,PSORTb,DeepLocPro,LocateP,SignalP,transmembrane helices,protein GI,UniProt,protein RefSeq,protein copies per cell,operon,pubmed
NWMN_2157,NWMN_RS12455,SAUPAN005708000,-,CDS,NWMN_2157,,GCN5-related N-acetyltransferase,chromosome,+,2380574,2381461,888,unknown,5332553,YP_001333191,3707759,GCN5-related N-acetyltransferase,295,5.82928,34763.1,-0.32983,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal-protein-alanine acetyltransferase,TIGR01575,22.9,,PF00583,Acetyltransf_1,Acetyltransferase (GNAT) family,CL0257,Acetyltrans,35.6,,Cytoplasmic,Cytoplasmic Membrane,Intracellular,no predicted signal peptide,0,151222369,A0A0H3K9Y0,YP_001333191,,no polycistronic organisation predicted,
NWMN_2158,NWMN_RS12460,SAUPAN005709000,glcU,CDS,NWMN_2158,,glucose uptake protein,chromosome,+,2381642,2382505,864,unknown,5331306,YP_001333192,3707760,glucose uptake protein,287,10.52,30393.1,0.93554,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",RhaT L-rhamnose-proton symporter family protein,TIGR00776,317,,PF06800,Sugar_transport,Sugar transport protein,CL0184,DMT,333.6,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,9,151222370,A0A0H3KEE2,YP_001333192,,no polycistronic organisation predicted,
NWMN_2159,NWMN_RS12470,SAUPAN005714000,-,CDS,NWMN_2159,,hypothetical protein,chromosome,-,2382924,2383832,909,unknown,5331307,YP_001333193,3707761,hypothetical protein,302,9.38952,34058.1,0.998676,Metabolism,Transport and binding proteins,Other,auxin efflux carrier,TIGR00946,44.8,,PF03547,Mem_trans,Membrane transport protein,CL0064,CPA_AT,40.1,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,10,151222371,A0A0H3K9Z1,YP_001333193,,no polycistronic organisation predicted,
NWMN_2160,NWMN_RS12475,SAUPAN005715000,-,CDS,NWMN_2160,,hypothetical protein,chromosome,+,2383965,2384129,165,unknown,5331308,YP_001333194,3707762,hypothetical protein,54,4.46473,6394.16,-0.825926,,,,,,,,PF16331,TolA_bind_tri,TolA binding protein trimerisation,no clan defined,no clan defined,21.5,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222372,A0A0H3KI87,YP_001333194,,no polycistronic organisation predicted,
NWMN_2161,NWMN_RS12480,SAUPAN005716000,mspA,CDS,NWMN_2161,,hypothetical protein,chromosome,+,2384374,2384691,318,unknown,5331309,YP_001333195,3707763,hypothetical protein,105,10.2342,12285.3,1.6219,,,,,,,,PF11127,YgaP-like_TM,"Inner membrane protein YgaP-like, transmembrane domain",no clan defined,no clan defined,15.1,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,4,151222373,A0A0H3K9Y1,YP_001333195,,no polycistronic organisation predicted,
NWMN_2162,NWMN_RS12485,SAUPAN005717000,rnd2,CDS,NWMN_2162,,acriflavin resistance protein,chromosome,-,2384878,2388045,3168,unknown,5331310,YP_001333196,3707764,acriflavin resistance protein,1055,9.68801,114715,0.0120379,Cellular processes; Metabolism,Cellular processes; Transport and binding proteins,Cations and iron carrying compounds; Detoxification,"heavy metal efflux pump, CzcA family",TIGR00914,404.9,"Virulence, Disease and Defense / ""Resistance to antibiotics and toxic compounds"" / ""Multidrug Resistance Efflux Pumps"" / ""Acriflavin resistance protein""",PF00873,ACR_tran,AcrB/AcrD/AcrF family,CL0322,RND_permease,673.6,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,signal peptide predicted,12,151222374,A0A0H3K9Y3,YP_001333196,,NWMN_2162 < NWMN_2163 (MicrobesOnline),
NWMN_2163,NWMN_RS12490,SAUPAN005718000,femX,CDS,fmhB,,peptidoglycan pentaglycine interpeptide biosynthesis protein,chromosome,-,2388162,2389427,1266,unknown,5331311,YP_001333197,3707765,peptidoglycan pentaglycine interpeptide biosynthesis protein,421,9.31875,48521,-0.722803,,Unknown function,General,"FemAB-related protein, PEP-CTERM system-associated",TIGR03019,57.8,"Cell Wall and Capsule / ""Cell Wall and Capsule - no subcategory"" / ""tRNA-dependent amino acid transfers"" / ""tRNA-dependent lipid II--glycine ligase (FmhB)""",PF02388,FemAB,FemAB family,CL0257,Acetyltrans,266,NWMN_0249; NWMN_0357; NWMN_0359; NWMN_0464; NWMN_0494; NWMN_0500; NWMN_0507; NWMN_0508; NWMN_0641; NWMN_0651; NWMN_0956; NWMN_1151; NWMN_1182; NWMN_1302; NWMN_1382; NWMN_1401; NWMN_1461; NWMN_1549; NWMN_1572; NWMN_1573; NWMN_1574; NWMN_1600; NWMN_1613; NWMN_1985; NWMN_2119; NWMN_2120; NWMN_2125; NWMN_2127; NWMN_2128; NWMN_2133; NWMN_2135; NWMN_2136; NWMN_2137; NWMN_2140; NWMN_2141; NWMN_2142; NWMN_2143; NWMN_2144; NWMN_2145; NWMN_2146; NWMN_2147; NWMN_2148; NWMN_2149; NWMN_2150; NWMN_2151; NWMN_2152; NWMN_2153,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222375,A0A0H3KEE5,YP_001333197,,NWMN_2162 < NWMN_2163 (MicrobesOnline),21166474
NWMN_2164,NWMN_RS12500,SAUPAN005721000,-,CDS,NWMN_2164,,hypothetical protein,chromosome,-,2390059,2390823,765,unknown,5331912,YP_001333198,3707766,hypothetical protein,254,6.42844,30030,-0.557874,,,,methylmalonyl-CoA epimerase,TIGR03081,16,,PF13468,Glyoxalase_3,Glyoxalase-like domain,CL0104,Glyoxalase,126.3,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222376,A0A0H3K9Z4,YP_001333198,,no polycistronic organisation predicted,
NWMN_2165,NWMN_RS12505,SAUPAN005722000,-,CDS,NWMN_2165,,MarR family regulatory protein,chromosome,+,2390985,2391425,441,unknown,5331312,YP_001333199,3707767,MarR family regulatory protein,146,7.16204,17151.7,-0.368493,,,,"homoprotocatechuate degradation operon regulator, HpaR",TIGR02337,50.4,,PF01047,MarR,MarR family,CL0123,HTH,39,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222377,A0A0H3KI92,YP_001333199,,NWMN_2165 > NWMN_2166 (MicrobesOnline),
NWMN_2166,NWMN_RS12510,SAUPAN005723000,-,CDS,NWMN_2166,,hypothetical protein,chromosome,+,2391418,2392629,1212,unknown,5331313,YP_001333200,3707768,hypothetical protein,403,9.3132,43887.2,1.00422,,,,multidrug resistance protein,TIGR00880,72.5,,PF07690,MFS_1,Major Facilitator Superfamily,CL0015,MFS,172.7,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,12,151222378,A0A0H3K9Y7,YP_001333200,,NWMN_2165 > NWMN_2166 (MicrobesOnline),
NWMN_2167,NWMN_RS12515,SAUPAN005724000,sarV,CDS,sarV,,hypothetical protein,chromosome,-,2392731,2393081,351,unknown,5331314,YP_001333201,3707769,hypothetical protein,116,9.64293,13986.2,-0.47069,Signal transduction,Regulatory functions,DNA interactions,staphylococcal accessory regulator family,TIGR01889,86.5,,PF22381,Staph_reg_Sar_Rot,Transcriptional regulator SarA/Rot,CL0123,HTH,75.1,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222379,A0A0H3K9Y8,YP_001333201,,no polycistronic organisation predicted,
NWMN_2168,NWMN_RS12535,SAUPAN005729000,moaA,CDS,moaA,,molybdenum cofactor biosynthesis protein A,chromosome,-,2393772,2394794,1023,unknown,5332439,YP_001333202,3707770,molybdenum cofactor biosynthesis protein A,340,6.53074,39077.6,-0.343529,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Molybdopterin,molybdenum cofactor biosynthesis protein A,TIGR02666,402.8,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Cyclic pyranopterin phosphate synthase (MoaA) (EC 4.1.99.18)""",PF06463,Mob_synth_C,Molybdenum Cofactor Synthesis C,no clan defined,no clan defined,133.7,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222380,A6QJA8,YP_001333202,,NWMN_2168 < NWMN_2169 < NWMN_2170 < NWMN_2171 < NWMN_2172 < NWMN_2173 (MicrobesOnline),
NWMN_2169,NWMN_RS12540,SAUPAN005730000,mobA,CDS,mobA,,molybdopterin-guanine dinucleotide biosynthesis protein MobA,chromosome,-,2394814,2395413,600,unknown,5332149,YP_001333203,3707771,molybdopterin-guanine dinucleotide biosynthesis protein MobA,199,5.81455,22541.4,-0.164824,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Molybdopterin,molybdenum cofactor guanylyltransferase,TIGR02665,88.2,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdopterin-guanine dinucleotide biosynthesis protein MobA""",PF12804,NTP_transf_3,MobA-like NTP transferase domain,CL0110,GT-A,97.1,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222381,A6QJA9,YP_001333203,,NWMN_2168 < NWMN_2169 < NWMN_2170 < NWMN_2171 < NWMN_2172 < NWMN_2173 (MicrobesOnline),
NWMN_2170,NWMN_RS12545,SAUPAN005731000,moaD,CDS,moaD,,molybdopterin synthase small subunit,chromosome,-,2395420,2395653,234,unknown,5332154,YP_001333204,3707772,molybdopterin synthase small subunit,77,4.19545,8871.09,-0.172727,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Molybdopterin,"molybdopterin converting factor, subunit 1",TIGR01682,76.7,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdenum cofactor biosynthesis protein MoaD""",PF02597,ThiS,ThiS family,CL0072,Ubiquitin,67.9,NWMN_0014; NWMN_0162; NWMN_0357; NWMN_0499; NWMN_0500; NWMN_0501; NWMN_0505; NWMN_0508; NWMN_0509; NWMN_0510; NWMN_0601; NWMN_0745; NWMN_0811; NWMN_0959; NWMN_1096; NWMN_1151; NWMN_1166; NWMN_1178; NWMN_1325; NWMN_1348; NWMN_1382; NWMN_1483; NWMN_1549; NWMN_1587; NWMN_1592; NWMN_1604; NWMN_2024; NWMN_2127; NWMN_2137; NWMN_2140; NWMN_2141; NWMN_2143; NWMN_2146; NWMN_2147; NWMN_2148; NWMN_2149,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222382,A0A0H3KEE9,YP_001333204,,NWMN_2168 < NWMN_2169 < NWMN_2170 < NWMN_2171 < NWMN_2172 < NWMN_2173 (MicrobesOnline),21166474
NWMN_2171,NWMN_RS12550,SAUPAN005732000,moaE,CDS,moaE,,molybdopterin synthase large subunit,chromosome,-,2395659,2396105,447,unknown,5332152,YP_001333205,3707773,molybdopterin synthase large subunit,148,5.35216,17338.5,-0.664189,,,,,,,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdenum cofactor biosynthesis protein MoaE""",PF02391,MoaE,MoaE protein,no clan defined,no clan defined,125.3,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222383,A0A0H3K9Z8,YP_001333205,,NWMN_2168 < NWMN_2169 < NWMN_2170 < NWMN_2171 < NWMN_2172 < NWMN_2173 (MicrobesOnline),
NWMN_2172,NWMN_RS12555,SAUPAN005733000,mobB,CDS,mobB,,molybdopterin-guanine dinucleotide biosynthesis protein B,chromosome,-,2396119,2396604,486,unknown,5332153,YP_001333206,3707774,molybdopterin-guanine dinucleotide biosynthesis protein B,161,6.07381,18568.8,-0.43913,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Molybdopterin,molybdopterin-guanine dinucleotide biosynthesis protein B,TIGR00176,133.4,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdopterin-guanine dinucleotide biosynthesis protein MobB""",PF03205,MobB,Molybdopterin guanine dinucleotide synthesis protein B,CL0023,P-loop_NTPase,100.7,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222384,A0A0H3KI96,YP_001333206,,NWMN_2168 < NWMN_2169 < NWMN_2170 < NWMN_2171 < NWMN_2172 < NWMN_2173 (MicrobesOnline),
NWMN_2173,NWMN_RS12560,SAUPAN005734000,moeA,CDS,moeA,,molybdopterin biosynthesis protein MoeA,chromosome,-,2396601,2397860,1260,unknown,5332155,YP_001333207,3707775,molybdopterin biosynthesis protein MoeA,419,5.50634,45016.5,0.0575179,,,,molybdenum cofactor synthesis domain,TIGR00177,113.2,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdopterin biosynthesis protein MoeA""",PF03453,MoeA_N,MoeA N-terminal region (domain I and II),no clan defined,no clan defined,150.1,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222385,A0A0H3K9Z3,YP_001333207,,NWMN_2168 < NWMN_2169 < NWMN_2170 < NWMN_2171 < NWMN_2172 < NWMN_2173 (MicrobesOnline),
NWMN_2174,NWMN_RS12565,SAUPAN005735000,moaC,CDS,moaC,,molybdenum cofactor biosynthesis protein MoaC,chromosome,+,2397923,2398417,495,unknown,5332159,YP_001333208,3707776,molybdenum cofactor biosynthesis protein MoaC,164,7.07168,17693.9,-0.281707,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Molybdopterin,molybdenum cofactor biosynthesis protein C,TIGR00581,200.8,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdenum cofactor biosynthesis protein MoaC""",PF01967,MoaC,MoaC family,no clan defined,no clan defined,184.4,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222386,A6QJB4,YP_001333208,,no polycistronic organisation predicted,
NWMN_2175,NWMN_RS12570,SAUPAN005736000,moaB,CDS,moaB,,molybdopterin precursor biosynthesis moaB,chromosome,-,2398419,2398925,507,unknown,5332151,YP_001333209,3707777,molybdopterin precursor biosynthesis moaB,168,5.68373,18500.1,-0.119643,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Molybdopterin,molybdenum cofactor biosynthesis protein B,TIGR02667,159.3,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdenum cofactor biosynthesis protein MoaB""",PF00994,MoCF_biosynth,Probable molybdopterin binding domain,no clan defined,no clan defined,104.4,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222387,A0A0H3K9Z2,YP_001333209,,NWMN_2175 < NWMN_2176 (MicrobesOnline),
NWMN_2176,NWMN_RS12575,SAUPAN005737000,moeB,CDS,moeB,,molybdopterin biosynthesis MoeB,chromosome,-,2398956,2399960,1005,unknown,5332150,YP_001333210,3707778,molybdopterin biosynthesis MoeB,334,6.84183,37920.3,-0.14491,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Thiamine,thiazole biosynthesis adenylyltransferase ThiF,TIGR02356,204.8,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdopterin biosynthesis protein MoeB""",PF00899,ThiF,ThiF family,CL0063,NADP_Rossmann,190.7,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222388,A0A0H3KEF4,YP_001333210,,NWMN_2175 < NWMN_2176 (MicrobesOnline),
NWMN_2177,NWMN_RS12580,SAUPAN005738000,modC,CDS,modC,,molybdenum ABC transporter ATP-binding protein ModC,chromosome,-,2400130,2400735,606,unknown,5332160,YP_001333211,3707779,molybdenum ABC transporter ATP-binding protein ModC,201,6.12305,22877.3,-0.168159,Metabolism,Transport and binding proteins,Anions,"molybdate ABC transporter, ATP-binding protein",TIGR02142,195.5,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdenum transport ATP-binding protein ModC (TC 3.A.1.8.1)""",PF00005,ABC_tran,ABC transporter,CL0023,P-loop_NTPase,113.1,NWMN_0055; NWMN_0113; NWMN_0500; NWMN_0509; NWMN_0510; NWMN_0959; NWMN_0960; NWMN_0961; NWMN_0962; NWMN_1096; NWMN_1151; NWMN_1166; NWMN_1325; NWMN_1326; NWMN_1483; NWMN_1549; NWMN_1587; NWMN_1592; NWMN_1604; NWMN_1605; NWMN_1837; NWMN_2086; NWMN_2135; NWMN_2137; NWMN_2146; NWMN_2149; NWMN_2438,Cytoplasmic Membrane,Cytoplasmic Membrane,Intracellular,no predicted signal peptide,0,151222389,A0A0H3KA01,YP_001333211,,NWMN_2177 < NWMN_2178 < NWMN_2179 (MicrobesOnline),21166474
NWMN_2178,NWMN_RS12585,SAUPAN005739000,modB,CDS,modB,,molybdenum ABC transporter permease,chromosome,-,2400736,2401407,672,unknown,5332158,YP_001333212,3707780,molybdenum ABC transporter permease,223,10.4601,24862.8,0.799552,Metabolism,Transport and binding proteins,Anions,"molybdate ABC transporter, permease protein",TIGR02141,260.9,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdenum transport system permease protein ModB (TC 3.A.1.8.1)""",PF00528,BPD_transp_1,Binding-protein-dependent transport system inner membrane component,CL0404,BPD_transp_1,63.8,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,5,151222390,A0A0H3KIA0,YP_001333212,,NWMN_2177 < NWMN_2178 < NWMN_2179 (MicrobesOnline),
NWMN_2179,NWMN_RS12590,SAUPAN005740000,modA,CDS,modA,,molybdenum ABC transporter periplasmic molybdate-binding protein,chromosome,-,2401421,2402203,783,unknown,5332157,YP_001333213,3707781,molybdenum ABC transporter periplasmic molybdate-binding protein,260,9.79443,29051,-0.637308,Metabolism,Transport and binding proteins,Anions,"molybdate ABC transporter, periplasmic molybdate-binding protein",TIGR01256,184.5,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Folate and pterines"" / ""Molybdenum cofactor biosynthesis"" / ""Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)""",PF13531,SBP_bac_11,Bacterial extracellular solute-binding protein,CL0177,PBP,174.3,,no significant prediction,Cytoplasmic Membrane,Lipid anchored,signal peptide predicted,0,151222391,A0A0H3K9Z9,YP_001333213,,NWMN_2177 < NWMN_2178 < NWMN_2179 (MicrobesOnline),
NWMN_2180,NWMN_RS12595,SAUPAN005741000,fdhD,CDS,NWMN_2180,,formate dehydrogenase accessory protein,chromosome,+,2402493,2403290,798,unknown,5332156,YP_001333214,3707782,formate dehydrogenase accessory protein,265,7.17929,29415.6,-0.0358491,Metabolism,Energy metabolism,Anaerobic; Electron transport,formate dehydrogenase family accessory protein FdhD,TIGR00129,240.6,"Respiration / ""Respiration - no subcategory"" / ""Formate hydrogenase"" / ""Formate dehydrogenase chain D (EC 1.2.1.2)""",PF02634,FdhD-NarQ,FdhD/NarQ family,CL0109,CDA,270.4,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222392,A6QJC0,YP_001333214,,no polycistronic organisation predicted,
NWMN_2181,NWMN_RS12600,SAUPAN005743000,-,CDS,NWMN_2181,,"acetyltransferase, GNAT family protein",chromosome,-,2403462,2404238,777,unknown,5331315,YP_001333215,3707783,"acetyltransferase, GNAT family protein",258,4.39872,29886.3,-0.460853,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal-protein-alanine acetyltransferase,TIGR01575,16,,PF18467,DUF5613,Domain of unknown function (DUF5613),CL0257,Acetyltrans,94,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222393,A0A0H3K9Z6,YP_001333215,,NWMN_2181 < NWMN_2182 (MicrobesOnline),
NWMN_2182,NWMN_RS12605,SAUPAN005744000,bioY,CDS,NWMN_2182,,biotin biosynthesis BioY family protein,chromosome,-,2404304,2404858,555,unknown,5331316,YP_001333216,3707784,biotin biosynthesis BioY family protein,184,10.5944,19491.8,1.37011,Metabolism,Transport and binding proteins,Unknown substrate,"ECF transporter S component, folate family",TIGR04518,18.2,"Cofactors, Vitamins, Prosthetic Groups, Pigments / ""Biotin"" / ""Biotin biosynthesis"" / ""Substrate-specific component BioY of biotin ECF transporter""; ""Membrane Transport"" / ""Membrane Transport - no subcategory"" / ""ECF class transporters"" / ""Substrate-specific component BioY of biotin ECF transporter""",PF02632,BioY,BioY family,CL0315,Gx_transp,111.8,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,6,151222394,A0A0H3KEF8,YP_001333216,,NWMN_2181 < NWMN_2182 (MicrobesOnline),
NWMN_2183,NWMN_RS12610,SAUPAN005745000,-,CDS,NWMN_2183,,inosine-uridine preferring nucleoside hydrolase family protein,chromosome,-,2404979,2405920,942,unknown,5331317,YP_001333217,3707785,inosine-uridine preferring nucleoside hydrolase family protein,313,4.78529,35361.9,-0.19393,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Menaquinone and ubiquinone,O-succinylbenzoate-CoA ligase,TIGR01923,13.8,"Nucleosides and Nucleotides / ""Purines"" / ""Purine conversions"" / ""Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)""; ""RNA Metabolism"" / ""RNA processing and modification"" / ""Queuosine-Archaeosine Biosynthesis"" / ""Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)""",PF01156,IU_nuc_hydro,Inosine-uridine preferring nucleoside hydrolase,CL0727,Nucleosidase,173.7,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222395,A0A0H3KA07,YP_001333217,,NWMN_2183 < NWMN_2184 (MicrobesOnline),
NWMN_2184,,SAUPAN005746000,-,CDS,NWMN_2184,,hypothetical protein,chromosome,-,2405933,2406121,189,unknown,5331318,YP_001333218,3707786,hypothetical protein,62,8.96938,7688.94,-0.180645,,,,,,,,,,,,,,,no significant prediction,Extracellular,Intracellular,no predicted signal peptide,0,151222396,A0A0H3KIA4,YP_001333218,,NWMN_2183 < NWMN_2184 (MicrobesOnline),
NWMN_2185,NWMN_RS12615,SAUPAN005747000,fhuD2,CDS,NWMN_2185,,iron compound ABC transporter iron compound-binding protein,chromosome,-,2406319,2407227,909,unknown,5331319,YP_001333219,3707787,iron compound ABC transporter iron compound-binding protein,302,9.70204,34011,-0.665894,,,,"heme ABC transporter, heme-binding protein isdE",TIGR03659,30.5,,PF01497,Peripla_BP_2,Periplasmic binding protein,CL0043,Chelatase,99.5,NWMN_0008; NWMN_0014; NWMN_0055; NWMN_0082; NWMN_0162; NWMN_0176; NWMN_0346; NWMN_0357; NWMN_0372; NWMN_0377; NWMN_0380; NWMN_0443; NWMN_0464; NWMN_0470; NWMN_0472; NWMN_0475; NWMN_0479; NWMN_0481; NWMN_0499; NWMN_0500; NWMN_0501; NWMN_0502; NWMN_0504; NWMN_0505; NWMN_0507; NWMN_0508; NWMN_0509; NWMN_0510; NWMN_0512; NWMN_0551; NWMN_0577; NWMN_0601; NWMN_0638; NWMN_0655; NWMN_0732; NWMN_0736; NWMN_0741; NWMN_0742; NWMN_0743; NWMN_0744; NWMN_0745; NWMN_0776; NWMN_0785; NWMN_0811; NWMN_0833; NWMN_0854; NWMN_0885; NWMN_0949; NWMN_0950; NWMN_0959; NWMN_0960; NWMN_0961; NWMN_0962; NWMN_1057; NWMN_1096; NWMN_1103; NWMN_1136; NWMN_1148; NWMN_1151; NWMN_1166; NWMN_1167; NWMN_1169; NWMN_1178; NWMN_1217; NWMN_1254; NWMN_1263; NWMN_1313; NWMN_1325; NWMN_1326; NWMN_1333; NWMN_1334; NWMN_1382; NWMN_1385; NWMN_1417; NWMN_1456; NWMN_1468; NWMN_1483; NWMN_1484; NWMN_1488; NWMN_1516; NWMN_1547; NWMN_1549; NWMN_1569; NWMN_1572; NWMN_1574; NWMN_1580; NWMN_1587; NWMN_1592; NWMN_1593; NWMN_1604; NWMN_1605; NWMN_1613; NWMN_1625; NWMN_1644; NWMN_1831; NWMN_1838; NWMN_2024; NWMN_2029; NWMN_2040; NWMN_2043; NWMN_2056; NWMN_2086; NWMN_2119; NWMN_2120; NWMN_2125; NWMN_2127; NWMN_2128; NWMN_2133; NWMN_2135; NWMN_2137; NWMN_2138; NWMN_2140; NWMN_2143; NWMN_2146; NWMN_2147; NWMN_2148; NWMN_2149; NWMN_2150; NWMN_2151; NWMN_2152; NWMN_2153; NWMN_2272; NWMN_2315; NWMN_2422; NWMN_2446; NWMN_2454; NWMN_2499; NWMN_2503; NWMN_2504; NWMN_2533; NWMN_2534,Cytoplasmic Membrane,Cytoplasmic Membrane,Lipid anchored,signal peptide predicted,0,151222397,A0A0H3KA04,YP_001333219,,no polycistronic organisation predicted,21166474
NWMN_2186,NWMN_RS12620,SAUPAN005749000,ydbM,CDS,NWMN_2186,,acyl-CoA dehydrogenase-related protein,chromosome,-,2407441,2408376,936,unknown,5331320,YP_001333220,3707788,acyl-CoA dehydrogenase-related protein,311,5.85695,34413.1,-0.117685,Metabolism,Central intermediary metabolism,Sulfur metabolism,"sulfur acquisition oxidoreductase, SfnB family",TIGR04022,73,"Lysine fermentation / ""Butyryl-CoA dehydrogenase (EC 1.3.99.2)""; ""Lysine fermentation MCB 432"" / ""Butyryl-CoA dehydrogenase (EC 1.3.99.2)""",PF02770,Acyl-CoA_dh_M,"Acyl-CoA dehydrogenase, middle domain",no clan defined,no clan defined,56.1,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222398,A0A0H3KA00,YP_001333220,,no polycistronic organisation predicted,20485570; 21725011
NWMN_2187,NWMN_RS12625,SAUPAN005752000,-,CDS,NWMN_2187,yut,hypothetical protein,chromosome,-,2408812,2409726,915,unknown,5331321,YP_001333221,3707789,hypothetical protein,304,5.7664,33150.4,1.01053,Metabolism,Transport and binding proteins,Other,urea transporter,TIGR03441,396.5,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Urea decomposition"" / ""Eukaryotic-type low-affinity urea transporter""",PF03253,UT,Urea transporter,no clan defined,no clan defined,295.8,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,10,151222399,A0A0H3KEG3,YP_001333221,,no polycistronic organisation predicted,
